Päivämäärä,Käyttäjätunnus,Aihe,Twiitti,Suodatettu_Twiitti,Twiitti_englanniksi,Tunneluku,Tunneluokka
2018-06-28,VivagoGlobal,A0,Tutustu uusimpaan blogiimme Hoiva&amp;Terveydessä! @VivagoGlobal #kotihoito #digitalisaatio #terveydenhuolto https://t.co/vBXj1nZYFd,tutustua uusimpa blogiimme hoiva&amp;terveydessä @vivagoglobal kotihoito digitalisaatio terveydenhuolto _ url _,check out our latest blog at hoiva&terveyde! @vivagoglobal #homecare #digitalization #health care https://t.co/vbxj1nzyfd,0.5411,positiivinen
2018-06-01,TurkuDigital,A0,"""Digitalisaatio ja tekoäly muuttavat hoitohenkilökunnan työtä. Kun asiakkaat voivat toimia entistä omatoimisemmin oman terveydenhoitonsa hyväksi,"" #työelämä #digitalisaatio #terveydenhuolto #roolit

https://t.co/IjGswYGasO",digitalisaatio tekoäly muuttaa hoitohenkilökunta työ asiakas toimia entinen omatoimisesti oma terveydenhoitonsa hyvä työelämä digitalisaatio terveydenhuolto rooli _ url _,"""digitalization and artificial intelligence are changing the work of nursing staff. when customers can act more autonomously for their own health care,"" #työelämä #digitalisaatio #terveydenhuolto #roolit

https://t.co/ijgswygaso",0.743,positiivinen
2018-05-07,TurkuDigital,A0,"Tutkimukseen investointi kannattaa: ""Otetaan yhdessä rooli globaalisti kärkitoimijana uuden ajan terveydenhuollon rakentajana"" #digitalisaatio #terveydenhuolto #tulevaisuus https://t.co/rB5g3xGe2Q",tutkimukseen investointi kannattaa otetaan yhdessä rooli globaalisti kärkitoimija uusi aika terveydenhuolto rakentaja digitalisaatio terveydenhuolto tulevaisuus _ url _,"investing in research pays off: ""together, let's take on a role as a global leader as a builder of new-age health care"" #digitalisaatio #terveydenhuolto #tulevaisuus https://t.co/rb5g3xge2q",0.4939,positiivinen
2018-11-07,CiniaFinland,A0,"Silmänpainearvojen mittaus kotona käy helposti Icare HOME -laitteella, jonka keräämät tiedot toimitetaan Cinian toteuttaman mobiilisovelluksen ja pilvipalvelua hyödyntävän ratkaisun avulla klinikalle. Lue lisää https://t.co/KTv0Xz1YMw
#terveydenhuolto #digitalisaatio #IoT https://t.co/YqZs3fos87",silmänpainearvojen mittaus kotona käydä helposti icare home -laitteella keräää tieto toimittaa cinia toteuttaa mobiilisovellus pilvipalvelu hyödyntää ratkaisu apu klinikalle lukea lisää _ url _ terveydenhuolto digitalisaatio _ url _,"measurement of eye pressure values ​​at home is easy with the icare home device, which collects data is delivered to the clinic using a mobile application and a cloud-based solution implemented by cinia. read more https://t.co/ktv0xz1ymw
#healthcare #digitalization #iot https://t.co/yqzs3fos87",0.6908,positiivinen
2018-11-20,InterSystemsFi,A0,"Digitalisaatio jumittaa yrityksissä, koska koko organisaatio ei lähde mukaan sen vaatimiin muutoksiin. #yrityskulttuuri #digitalisaatio #terveydenhuolto
https://t.co/SYPWiFhBLm",digitalisaatio jumittaa yrityksi koko organisaatio lähteä mukaan vaatiä muutos yrityskulttuuri digitalisaatio terveydenhuolto _ url _,"digitalization stagnates in companies because the entire organization does not go along with the changes it requires. #business culture #digitalization #health care
https://t.co/sypwifhblm",0.4939,positiivinen
2019-03-26,sarilainen,A0,#sote kaatui mutta tekemistä riittää #digitalisaatio #innovaatio #terveydenhuolto  https://t.co/tCiekODe0n,sote kaatua tekeminen riittää digitalisaatio innovaatio terveydenhuolto _ url _,#sote collapsed but there is plenty to do #digitalization #innovation #health care https://t.co/tciekode0n,0.7992,positiivinen
2019-04-03,JoTuukkanen,A0,Sähköisten palvelujen käyttöönotto etenee terveydenhuollossa tahmeasti. Asiakkailla paremmat valmiudet kuin ammattilaisilla. Kiitos hyvästä luennosta  @MtTiainen #sosteri #digitalisaatio #terveydenhuolto,sähköinen palvelu käyttöönotto edetä terveydenhuollo tahmeasti asiakkailla hyvä valmius ammattilainin kiitos hyvä luento @mttiainen sosteri digitalisaatio terveydenhuolto,the introduction of electronic services in healthcare is progressing slowly. customers have better capabilities than professionals. thanks for the good lecture @mttiainen #sosteri #digitalisaatio #terveydenhuolto,0.8271,positiivinen
2019-04-06,KALehto,A0,"Lintukotoajat ovat ohi! Erittäin mielenkiintoinen ja samaan aikaan karmiva esimerkki #tietoturva’n pettämisestä. 

#digitalisaatio #terveydenhuolto https://t.co/Tit4F59IBQ",lintukotoaja ohi erittäin mielenkiintoinen aika karmiva esimerkki ’ n pettämisi digitalisaatio terveydenhuolto _ url _,"bird collecting times are over! a very interesting and at the same time creepy example of cheating #tietoturva.

#digitalization #healthcare https://t.co/tit4f59ibq",-0.2261,neutraali
2019-04-09,CiniaFinland,A0,"Diabeteshoidon digitalisaatiolla lisää aikaa asiakastyölle Taysissa.
Cinia kehittää ja ylläpitää Endo-järjestelmää yhdessä Taysin kanssa. Lue lisää https://t.co/gA9SsoUlg3 #digitalisaatio #terveydenhuolto #ohjelmistopalvelut #tuottavuus https://t.co/NElMTkpLFS",diabeteshoido digitalisaatio lisätä aika asiakastyö tayspi cinia kehittää ylläpitää endo-järjestelmää yhdessä tays lukea lisää _ url _ digitalisaatio terveydenhuolto ohjelmistopalvela tuottavuus _ url _,"digitization of diabetes care increases time for customer work in tays.
cinia develops and maintains the endo system together with tays. read more https://t.co/ga9ssoulg3 #digitalisaatio #terveydenhuolto #softwarepalvelut #tuotättavus https://t.co/nelmtkplfs",0.4939,positiivinen
2019-04-15,SmartTampere,A0,Omaolosta saa ilman jonotusta käypä hoito -suosituksiin perustuvan oirearvion sekä ohjauksen sopivan hoidon piiriin tai hoito-ohjeet kotiin. #SmartHealth #Tampere #terveydenhuolto #digitalisaatio,omaolosta saada käypä hoito -suosituksiin perustua oirearvio ohjaus sopia hoito piiri hoito-ohjeet koti smarthealth tampere terveydenhuolto digitalisaatio,"you can get a symptom assessment based on the appropriate treatment recommendations without waiting in line, as well as guidance on appropriate treatment or treatment instructions at home. #smarthealth #tampere #healthcare #digitalization",0.2732,neutraali
2019-04-26,MicrosoftSuomi,A0,"#Terveydenhuolto muuttuu ja ihmisiä pyritään palvelemaan ennen kuin heistä tulee potilaita. #Teknologia auttaa hoitamaan potilaita yksilöllisemmin, usein kotioloissa. Miten Suomessa vierailleet terveysalan ammattilaiset näkevät murroksen? #digitalisaatio
https://t.co/XG2bzitFRt",terveydenhuolto muuttua ihminen pyrkiä palvella ennen tulla potilaita teknologia auttaa hoitaa potilaita yksilöllisesti usein kotioloi miten suomi vierailleet terveysala ammattilaiset nähdä murros digitalisaatio _ url _,"#healthcare is changing and people are being served before they become patients. #technology helps treat patients more individually, often at home. how do healthcare professionals who have visited finland see the transition? #digitalization
https://t.co/xg2bzitfrt",0.6486,positiivinen
2019-05-03,Acute_Finland,A0,"@Acute_Finland menossa mukana atk-päivillä 6.-8.5.2019 Tampere-talolla, nähdään ständillä 134! 
   
  #atkpaivat #digitalisaatio #messut #terveydenhuolto #potilastietojarjestelmä #acute #vitec #FCG #tamperetalo https://t.co/8Wg1WlqMjA",@acute_finland mennä atk-päivillä tampere-talolla nähdä ständi atkpaia digitalisaatio messu terveydenhuolto potilastietojarjestelmä acute vitec fcg tamperetalo _ url _,"@acute_finland going along to computer days 6-8 may 2019 at tampere-talo, see you at stand 134!
   
  #atkpaivat #digitalisaatio #messut #terveydenhuolto #patientedataarjestelmä #acute #vitec #fcg #tamperetalo https://t.co/8wg1wlqmja",0.0,neutraali
2019-05-03,CiniaFinland,A0,"Sosiaali- ja terveydenhuollon atk-päivät käynnistyvät jälleen. Jos olet paikalla, tervetuloa tapaamaan meitä! #terveydenhuolto #digitalisaatio #tuottavuus #ohjelmistokehitys #asiakaskokemus https://t.co/phLGMVkcYx",sosiaali- terveydenhuolto atk-päivät käynnistyvät jälleen paikka tervetulo tavata terveydenhuolto digitalisaatio tuottavuus ohjelmistokehitys asiakaskokemus _ url _,"social and health care computer days start again. if you are there, welcome to meet us! #terveydenhuolto #digitalization #productivity #software development #customer experience https://t.co/phlgmvkcyx",0.7574,positiivinen
2019-05-08,OuluHealth,A0,@protacon auditoitu #healthtech partnerisi #terveydenhuolto #digitalisaatio #ISO13485 ständi P216 #atkpaivat #fcg https://t.co/zcYdx3UwP5,@protacon auditoida healthtech partnerisi terveydenhuolto digitalisaatio iso13485 ständi atkpaia _ url _,@protacon audited #healthtech your partner #healthcare #digitalization #iso13485 stand p216 #atkpaivat #fcg https://t.co/zcydx3uwp5,0.0,neutraali
2019-03-26,IrmeliViinanen,A0,#terveydenhuolto #asiakkaanpolku #digitalisaatio,terveydenhuolto asiakkaanpolku digitalisaatio,#terveydenhuolto #asiakkaanpolku #digitalisation,0.0,neutraali
2019-05-14,ylelahti,A0,Päijät-Hämeen hyvinvointiyhtymä laajensi chat-palvelujen tarjontaa. https://t.co/Vi42ZpSBWQ #terveydenhuolto #sote #digitalisaatio #lahti #paijathame,päijät-hämeen hyvinvointiyhtymä laajentaa chat-palvelujen tarjonta _ url _ terveydenhuolto sote digitalisaatio lahti paijathame,päijät-häme's wellness association expanded the range of chat services. https://t.co/vi42zpsbwq #terveydenhuolto #sote #digitalisaatio #lahti #paijathame,0.4404,positiivinen
2019-05-22,JOUKOSK,A0,Laurea-ammattikorkeakoulun opiskelijat tutkivat: Kehitetäänkö terveydenhuollon sähköisiä palveluita strategialähtöisesti vai mututuntumalla? #LaureaUAS #Laureamasters #YAMK #terveydenhuolto #kehittäminen #oppiminen #digitalisaatio #YlpeästiAMK #Suomi https://t.co/Y3XgnxouXv,laurea-ammattikorkeakoulun opiskelija tutkia kehitetäänkö terveydenhuolto sähköinen palvelu strategialähtöisesti mututuntuma laureamasters terveydenhuolto kehittäminen oppiminen digitalisaatio suomi _ url _,the students of laurea university of applied sciences are researching: are healthcare electronic services developed strategy-oriented or haphazardly? #laureauas #laureamasters #yamk #terveydenhuolto #ehittimänne #oppiminen #digitalisaatio #ylpeästiamk #finland https://t.co/y3xgnxouxv,0.0,neutraali
2019-05-23,GoforeGroup,A0,"🎧 #Recoding-podcastin uusimmassa jaksossa @mikaelnylund ja Mehiläisen @AlppiK keskustelevat terveydenhuollon #digitalisaatio'sta. Teknologia ei ole este, miksi digitaaliset palvelut ovat kuitenkin harvinaisia? https://t.co/gG59rnocpO #terveydenhuolto #johtaminen #RecodingSociety",_ emoji _ recoding-podcastin uusimmassa jakso @mikaelnylund mehiläisen @alppik keskustella terveydenhuolto digitalisaatio' teknologia este miksi digitaalinen palvelu kuitenkin harvinainen _ url _ terveydenhuolto johtaminen recodingsociety,"🎧 in the latest episode of the #recoding podcast, @mikaelnylund and mehiläinen's @alppik discuss the #digitalization of healthcare. technology is not an obstacle, but why are digital services rare? https://t.co/gg59rnocpo #healthcare #management #recodingsociety",0.1419,neutraali
2019-05-23,henna_ahtola,A0,#Työhyvinvointi ja #suorituskyky lähtevät perusasioiden kuntoon laittamisesta - ei kikka kolmosista. Vanhoja (huonoja) prosesseja ei myöskään kannata digitalisoida vaan laittaa kokonaisuus samalla kuntoon. #työelämä #terveydenhuolto #stressi #digitalisaatio #lean,työhyvinvointi suorituskyky lähteä perusasio kunto laittamises kikka kolmosis vanhoja huono prosessi myöskään kannattaa digitalisoida vaan laittaa kokonaisuus samalla kunto työelämä terveydenhuolto stressi digitalisaatio lea,"#wellbeing at work and #performance start from putting the basics in order - not gimmicky threes. old (bad) processes should not be digitized either, but the whole should be put in order at the same time. #työelämä #terveydenhuolto #stress #digitalization #lean",-0.714,negatiivinen
2019-05-24,KnaapiSari,A0,"”Kognitiivisen kuormituksen vähentämiseen pitäisi panostaa”
#tietotyö #digitalisaatio #ICT #terveydenhuolto #sote #työterveys #kognitiivinenkuormitus #tutkimus #tiede #viestintä #vuorovaikutus  https://t.co/hCkty97AZv",kognitiivinen kuormitus vähentäminen panostaa tietotyö digitalisaatio ict terveydenhuolto sote työterveys kognitiivinenkuormitus tutkimus tiede viestin vuorovaikutus _ url _,"""we should invest in reducing cognitive load""
#tietotyö #digitalisaatio #ict #terveydenhuolto #sote #työterveys #kognitivenefrömitus #tutkimus #tiede #veistintä #interovaiktus https://t.co/hckty97azv",0.0,neutraali
2019-05-24,MariKarkkainen,A0,"Grande Finale alkamassa upean tapahtuman päätökseksi 💎 kiitos @THLorg ja @oulunkaupunki, reppu täynnä hyvää #ajatustenvaihtoa ja uusia #yhteyksiä 👌🏻
#tervesos #Terveydenhuolto #tekoäly #digitalisaatio @KlinikHealth https://t.co/eUdqC6kxI1",finale alkaa upea tapahtuma päätös _ emoji _ kiitos @thlorg @oulunkaupunki reppu täynnä hyvä ajatustenvaihto uusi yhteyknen _ emoji__emoji _ tervesos terveydenhuolto tekoäly digitalisaatio @klinikhealth _ url _,"grande finale about to end a wonderful event 💎 thank you @thlorg and @oulunkaupunki, a backpack full of good #exchange of ideas and new #connections 👌🏻
#tervesos #terveydenhuolto #technological #digitalization @klinikhealth https://t.co/eudqc6kxi1",0.8442,positiivinen
2019-05-31,KatjaBlomberg1,A0,"Uudet asiakaspalvelun muodot käytössä myös #Porvoo :ssa. Monesti mietityttää, edellyttääkö oma vaiva lääkäriä vai ei. Tästä tukea päätökseen. #Sote #omaolo #oirearvio #digitalisaatio #terveydenhuolto",uusi asiakaspalvelu muoto käyttö myös porvoo ssa monesti mietityttää edellyttää oma vaiva lääkäri ei tuki päätös sote omaolo oirearvio digitalisaatio terveydenhuolto,new forms of customer service are also in use in #porvoo. you often wonder whether your problem requires a doctor or not. this is the end of support. #sote #self-care #condition assessment #digitalization #health care,0.4939,positiivinen
2019-06-11,TiinaSavolaine2,A0,"Onnittelut @helsinginsote suunhoito -hienoa työtä👍""Helsingin kaupungin suun terveydenhuolto ja kotihoito haluavat parantaa kotihoidon asiakkaiden suun terveyttä ja ravitsemustilaa. Päätimme toteuttaa kotihoidon henkilöstön koulutuksen verkkokurssina.""#digitalisaatio #kotihoito","onnittelu @helsinginsote suunhoito hienoa työtä_emoji_""helsing kaupunki suu terveydenhuolto kotihoito haluta parantaa kotihoito asiakas suu terveys ravitsemustila päätimme toteuttaa kotihoito henkilösttö koulutus verkkokurssina.""#digitalisaatio kotihoito","congratulations @helsinginsote oral care great work👍""helsinki's oral health care and home care want to improve the oral health and nutritional status of home care clients. we decided to implement home care staff training as an online course."" #digitalisaatio #kotihoito",0.9803,positiivinen
2019-06-12,Terveyskyla_fi,A0,Terveyskylän ständi 6a30 valmiina @himsseurope messuilla. Tule käymään! @vsairaala #digitalisaatio #terveydenhuolto Mukana myös teknologiayhteistyökumppanimme @MicrosoftSuomi @TietoSuomi @innofactor #sotedigi #Health2con https://t.co/WjpBw7RQO4,terveyskylä ständi valmis @himsseurope messui tule käydä @vsairaala digitalisaatio terveydenhuolto myös teknologiayhteistyökumppanimme @microsoftsuomi @tietosuomi @innofactor sotedigi health2con _ url _,terveykylä's stand at 6:30 a.m. ready at the @himsseurope fair. come to visit! @vsairaala #digitalisaatio #terveydenhuolto also included is our technology partner @microsoftsuomi @tietosuomi @innofactor #sotedigi #health2con https://t.co/wjpbw7rqo4,0.6239,positiivinen
2019-06-12,anskurahikainen,A0,"Ansaittu tunnustus ICT-ratkaisulle, jota kehitetään yhteistyössä erikoissairaanhoidon henkilöstön, potilaiden ja IT-asiantuntijoiden kanssa 🙌 #digitalisaatio #terveydenhuolto #HIMSSEurope19",ansaittu tunnustus ictratkaisulle kehittää yhteistyö erikoissairaanhoito henkilösttö potilais it-asiantuntijoiden _ emoji _ digitalisaatio terveydenhuolto himsseurope19,"a well-deserved recognition for an ict solution that is developed in collaboration with specialized medical care staff, patients and it experts 🙌 #digitalisaatio #terveydenhuolto #himsseurope19",0.6705,positiivinen
